reference,T5_predict
"elsey Ramer, a member of the Poarch Creek Band of Indians, wanted to wear an important symbol of her Native American heritage when she graduated from her Alabama high school last month: an eagle feather. But the principal of Escambia Academy denied her request; soon after the school distributed a dress code contract (which prohibits ""extraneous items"" worn during graduation) that seniors had to sign in order to walk during the ceremony. Chelsey didn't sign, walked anyway—feather attached to her cap's tassel—and now she's been fined $1,000, which she must pay if she wants to get her diploma and transcripts. ""I don't think it's fair at all. I feel like it's discrimination,"" the 17-year-old says. Her tribal teacher points out that though the school is private, it is still required to follow the federal American Indian Religious Freedom Act, reports Indian Country Today Media Network. Chelsey tells Local 15 the principal was fired after the incident, thought it hasn't been confirmed that the departure is related to the feather issue. She says she's waiting to see if the school board reverses the decision and is also seeking legal counsel.","wore an eagle feather on her graduation cap . NEWLINE_CHAR NEWLINE_CHAR Ramer said she was fired . she said she was not given a diploma or high school transcripts until she paid $1,000 fine . the school said it did not change its stance ."
" might be something like War & Peace or The Call of the Wild, except with more dancing and belated abstinence, but a new literary Wasillan has gone rogue. Amazon has a pre-order page for a 304-page Bristol Palin memoir, set to be released in September by HarperCollins. Gawker's Jim Newell takes a stab at the plot: ""Part One: I was born. Part Two: I got pregnant. Part Three: I went dancing on teevee. Part Four: ??"" Click for more on the book ... like its price tag.","of life NEWLINE_CHAR NEWLINE_CHAR A Look Inside Not Afraid of Life, Bristol Palin gives readers an inside look at her life . Bristol Palin, 20, is the oldest daughter of Sarah Palin and single mother . she is a mother of two children, and is a single mother to her son ."
" the soon-to-be published contents of a decade-old letter, Harper Lee accused her ""oldest friend,"" Truman Capote, of being an inveterate liar who destroyed their friendship with his jealousy. Wayne Flynt, an Alabama historian and longtime friend of Lee's in his own right, is publishing a book next week about his quarter-century relationship with the To Kill a Mockingbird author, the New York Times reports. According to AL.com, Flynt was one of a handful of people still allowed to visit Lee after she moved into a nursing home in the final years of her life. Flynt tells the Times that Lee, who removed herself from public life in the 1960s, only told him not to write about her while she was alive. Capote and Lee had been writing partners for years, and she even based a character in To Kill a Mockingbird on him, Bustle reports. But in a 2006 letter to Flynt, Lee said of Capote: ""His compulsive lying was like this: If you said, 'Did you know JFK was shot?' He'd easily answer, 'Yes, I was driving the car he was riding in.'"" She also said that while their friendship was strained by Capote's drinking and ""misery,"" it was ultimately ruined by jealousy. ""I did something Truman could not forgive: I wrote a novel that sold,"" she wrote. ""He nursed his envy for more than 20 years."" To Kill a Mockingbird has sold more than 40 million copies. Flynt's Mockingbird Songs: My Friendship With Harper Lee will be released May 2.",": Lee's letters reveal a reason for Capote's lying habit . NEWLINE_CHAR NEWLINE_CHAR 1. Lee's letters to Flynt reveal a reason for Capote's snub . new book, ""Mockingbird Songs: My Friendship With Harper Lee"" is out on May 2 ."
"turday Night Live covered a lot of ground in its most recent episode, from President Trump and Paul Manafort naked together in the shower to Larry David making ill-received concentration camp jokes. Alec Baldwin kicked off the show as Trump talking to Manafort in the wake of his disastrous week, heading to the shower as a way to ensure that Manafort isn't wearing a wire, notes Mashable. Joining them are Kate McKinnon as Jeff Sessions (""I’m wearing a bathing costume that I got from my favorite place—the 1890s,"" she drawls. ""Plus I thought we should get all used to wearing stripes."") and Beck Bennett as VP Mike Pence. Meanwhile, at the SNL version of the White House, Aidy Bryant brought back her impersonation of Press Secretary Sarah Huckabee Sanders that Slate says ""singlehandedly saved the day."" But guest-host David is taking some heat over his monologue, notes People, in which he cracked that “I’ve always been obsessed with women, and I’ve often wondered: If I’d grown up in Poland when Hitler came to power and was sent to a concentration camp, would I still be checking out women in the camp?"" he wondered before musing about flirting. ""The problem is, there are no good opening lines in a concentration camp.""","_CHAR NEWLINE_CHAR Larry David making jokes about hitler and harassment of women . NEWLINE_CHAR NEWLINE_CHAR The snl show was pretty, pretty, pretty — well, not great, according to some people ."
"enton Lewis has never missed a shift and never been late for his 4am shift at a UPS facility in Little Rock, Ark., a dedication driven by his love for his 14-month-old daughter, Karmen, per CNN. His attendance is even more impressive when you consider his wakeup time and commute: Lewis rolls out of bed at midnight and then, as ABC News notes, ""in the rain or cold, through some rough areas of town—he walks."" And it's a 5.5-mile journey one way for the 21-year-old single dad, reports KXAN, adding that Lewis has been doing this now for seven months. Lewis tells KATV he didn't have a job when Karmen was born, but when she entered his life, ""I knew I had to step up."" His pride kept him from mentioning his daily walk to co-workers, but Patricia Bryant, known as the ""queen bee"" of the UPS site, discovered Lewis' secret—and then, along with her husband, Kenneth, set out to find a way to make things easier for Lewis. They did so by pooling together nearly $2,000 from colleagues and using it to purchase a used Saturn for Lewis, which they presented to him at a gathering they told him was a ""union meeting."" ""Those keys cannot be mine,"" he recalls thinking when they revealed the surprise, per KATV. His new leave time from home each morning: 3:30am, giving him a few more hours to sleep in. ""I knew things were going to get better if I kept coming to work so, that's just what I did,"" Lewis tells KXAN.","NEWLINE_CHAR NEWLINE_CHAR Trenton Lewis, 21, walks to work every day . he's been walking for five miles, but was never late to work . he's been a father for seven months, and has a new car . he's been a father for several years, and has a lot of family ."
"use Republican Whip Eric Cantor has attempted to preempt any members of his party tempted to pull a ""Joe Wilson"" during the president's State of the Union address. ""I hope there are no outbursts tonight"" Cantor said, but added that he hopes Obama has ""listened and learned"" that the American people do not agree with his agenda. As for Wilson himself, the South Carolina congressman said he would be ""a gentleman"" during the speech and refrain from anything along the lines of ""You Lie!"" again, reports Talking Points Memo. He also promised to offer his response in full afterward on his Facebook page.",": Your Name: Your email: NEWLINE_CHAR NEWLINE_CHAR . NEWLINE_CHAR NEWLINE_CHAR . Rep. Joe Wilson (R-SC) says he will be a ""gentleman"" tonight . he says he'll give a ""live"" response on Facebook following the address ."
"chele Bachmann's presidential campaign is brash and boisterous—and increasingly rough with the reporters covering it, reports Politico. In less than two months, there have been at least five incidents reporters have called unusually hostile, including a Norwegian reporter who says an aide threatened to break his arm. Bachmann's campaign says security is just doing what it needs to keep their candidate safe, but veteran reporters say her security is going too far, well beyond the norms for bigger and more controversial candidates' security. Bachmann's spokeswoman defended one guard, a retired Secret Service agent, who has particularly come under criticism for his rough style. “He’s guarded presidents and vice presidents and knows exactly what needs to be done,” she said. “When he gives a warning to whoever it may be, the person needs to heed the warning.” On the other hand, with celebrities calling Bachmann a ""bigot"" to her face—as Kathy Griffin recounted on her Monday appearance on Conan—perhaps her security feels the need to stand up for their candidate.","a reporter, a reporter, a reporter, a reporter, a reporter, a reporter, a reporter, NEWLINE_CHAR NEWLINE_CHAR The a reporter, a reporter,, a reporter, a reporter, that an aide threatened to break his arm — an allegation the campaign denied . NEWLINE_CHAR NEWLINE_CHAR:,,s:"
"ericans are generally pretty positive, or at least indifferent, about these United States. Public Policy Polling asked 1,200 people how they felt about each of the 50 states, and only five were viewed more unfavorably than favorably. America's favorite state, by an overwhelming margin was Hawaii, while its least favorite was California. Here are the top and bottom five, along with their favorable/unfavorable split: Most popular: Hawaii—54-10 (+44) Colorado—44-9 (+35) Tennessee—48-14 (+34) South Dakota—42-8 (+34) Virginia—45-13 (+32) Least popular: California—27-44 (-17) Illinois—19-29 (-10) New Jersey—25-32 (-7) Mississippi—22-28 (-6) Utah—24-27 (-3) Of course, most people are indifferent about most states, the Houston Chronicle observes, with an average of two-thirds of respondents saying they were ""not sure"" for each. But some states were quite polarizing; Democrats like California 91 points more than Republicans do, while Republicans like Texas 82 points more than Democrats.","NEWLINE_CHAR NEWLINE_CHAR The state of Texas is many things, but 31 percent responded unfavorably . NEWLINE_CHAR NEWLINE_CHAR The only state respondents had less of an opinion about was California with 28 percent – the most hated state on the list . NEWLINE_CHAR NEWLINE_CHAR The only state respondents had less of an opinion about was California with 28 percent – the most hated state on the list ."
"uTube is on the verge of a $1 billion-plus deal to buy Twitch, sources tell Variety. If you're not nerdy enough to know, Twitch is a popular destination for video game fans, where top players (or anyone, really) stream video of their play sessions. The company boasts that it has more than 45 million monthly users, more than 1 million of whom stream content. During one week in April, it accounted for 44% of all US streaming traffic, according to Qwilt. Just how close the deal is to done is unclear; Variety says it ""is expected to be announced imminently,"" but the Wall Street Journal characterizes talks as ""at an early stage."" YouTube is bracing for anti-trust objections, given how large its lead already is in the online video space. The Google unit has more than 1 billion monthly users, but its streaming service, YouTube Live, actually lags behind Twitch. Basically, Twitch users are engaged, while YouTube's aren't, a Qilt VP says, ""and engagement is what drives advertising.""",NEWLINE_CHAR NEWLINE_CHAR Twitch is preparing for U.S. regulators to challenge the deal . NEWLINE_CHAR NEWLINE_CHAR Twitch is preparing for U.S. regulators to challenge the deal .
"hn Kerry supports daughter Alexandra after her recent DUI arrest, he says in a statement, adding that she was originally pulled over for expired registration and was released after a breathalyzer test found she was under the legal limit. But a police officer tells People Alexandra was stopped “for a DUI investigation,” and TMZ points out that she also failed the field sobriety test. Her hearing is Dec. 10, but sources maintain she most likely won't be charged.",", the .08 legal limit for intoxication, a breathalyzer test at the police station fell under the legal limit .08 for intoxication, a spokesman says .Alexandra Kerry was pulled over for an expired registration and released . a sip of wine could do the trick if you can't handle it when you get behind the wheel ."
"ter anecdotal warnings circulated on social media, Disney has issued an official seizure warning for Incredibles 2. Both the film and the trailer contain flashing or strobe light effects, which can cause seizures for some epileptic viewers; the Epilepsy Foundation spoke out about the issue, and a petition called for Disney to include a visual warning about the lights. On Friday, Disney asked theaters showing the movie to include such a warning, reports CNBC, which calls it an ""unprecedented"" move by the company. The lights can also affect people who suffer from migraines or have other conditions causing them to be photosensitive. Disney's official memo reads, ""Incredibles 2 contains a sequence of flashing lights, which may affect customers who are susceptible to photosensitive epilepsy or other photosensitivities.""",NEWLINE_CHAR NEWLINE_CHAR NEWLINE_CHAR NEWLINE_CHAR NEWLINE_CHAR NEWLINE_CHAR 'Incredibles 2' . NEWLINE_CHAR NEWLINE_CHAR NEWLINE_CHAR NEWLINE_CHAR 'Incredibles 2' is the biggest opening ever for an animated film . a seizure warning is issued for moviegoers and people who buy/rent the movie .
"Texas family says they are trying to ""make sense of the senseless"" in the tragic death of their 10-year-old daughter, who was electrocuted in their home. Greenlee Marie Buckley's mother says the girl, who loved animals, died while trying to rescue two kittens that had become trapped behind their dryer on Saturday night, People reports. Police say the family has told them they previously complained about electrical issues in the rented home in New Boston, around 20 miles west of Texarkana, though Chief Gary McCrary says it's ""too early right now to start placing blame and responsibility."" Police and power company investigators have visited the house, which the family had lived in for around 15 months. Experts say that when a dryer gives off an electrical shock to the touch, it is a sign of one or more common but potentially lethal electrical issues, the Fort-Worth Star-Telegram reports. Greenlee's grieving parents say there's no reason their daughter should be gone. ""Landlords need to be held accountable for the conditions of the homes that they let people live in,"" mother Shelby Roos tells KSLA. ""All we want is a voice for our daughter who left us over a senseless act."" Greenlee always ""enjoyed helping those less fortunate than herself, and had always planned when she was older to become a veterinarian and to help rescue more animals,"" the family says in a GoFundMe campaign to honor her memory by helping animals in the community.",",,,,,,, a “light” and a “light” in her family’s home. NEWLINE_CHAR NEWLINE_CHAR NEWLINE_CHAR “At just 10 years of age, she had such a compassionate heart” . NEWLINE_CHAR NEWLINE_CHAR “At just 10 years of age, she had such a compassionate heart” . NEWLINE_CHAR NEWLINE_CHAR “And she would do anything for them,” she continued ."
"m Vidmar has rather unusual job: He oversees 10,000 fake Twitter accounts. And the Las Vegas man has been at it for six years, using a dozen computers and a slew of accounts to help beef up the followings of his 50-or-so clients, who pay him to help them seem more popular and important, reports the Wall Street Journal. And the accounts have gotten more sophisticated: In April, a tough new filter was applied, and the majority of Vidmar's accounts were wiped from the site. And so the vendors that sell the fakes to Vidmar put a little more work into them: The fakes now feature photos, profile details, and tweet a number of times before he buys them; he got 1,000 for $58 from a Pakistan supplier this month. From there, he has the accounts tweet, retweet, follow, and message—all in the name of clients like ""Rapper/Singer/Producer/Guitarist/Fitness Model"" Dave Murrell aka @Fyrare (number of Twitter followers: 238,360). Murrell has tried Twitter ads, but says he gets more bang for his buck with Vidmar. Murrell doesn't exactly express any qualms: ""If you're not padding your numbers, you're not doing it right. It's part of the game."" And it's not just follower count that can be affected: Client Tony Benson (aka rapper Philly Chase) says Vidmar's fake accounts pushed him onto the ""trending topics"" list and eventually sparked the noticed of Philadelphia media. Buying and selling both accounts and followers is, of course, barred by Twitter's terms of service, but Vidmar notes he has never been contacted or threatened with legal action by Twitter.",. to archive pages as they are created and archived pages that they refer to. This is a crawl to fix all broken links on the web . The goal is to fix all broken links on the web .
"e fallout from Chris Brown's throwdown with Drake's entourage continues: Now Tony Parker is suing the New York City nightclub where it happened for a cool $20 million. The NBA star says the club, WiP, should have known that allowing Brown and Drake—who've both been involved with Rihanna—in at the same time was a terrible idea. Thus, the lawsuit claims, the club owners are responsible for the injuries he suffered in the fight. Those injuries include a ""corneal laceration of the left eye,"" the lawsuit claims, and Parker's lawyer notes that eye injuries ""certainly don't improve your outside shot."" The lawyer also, amusingly, says of Rihanna: ""She’s been known, like Helen of Troy, to cause trouble."" The brawl started after Drake sent the following classy note to Brown's table, sources tell the New York Post: ""I am f***ing the love of your life."" Neither Brown nor Drake are named in the suit. TMZ has photos of Parker at the club moments before the fight.",NEWLINE_CHAR NEWLINE_CHAR The suit says Parker wasn’t sitting with either camp . he says he was hit by shards of glass and suffered lacerations to his cornea . the suit alleges the club's security was negligent for allowing the brawl to ever happen .
"wedding planned for Saturday in Sweden was called off after the groom was arrested for assaulting and threatening to kill his bride-to-be. The engaged couple joined the wedding party at a pub for a few drinks Friday evening...and that's when the trouble began. A disagreement turned into an argument that continued at home, leading the bride to call the police, reports The Local. The groom allegedly punched the bruised-not-blushing bride and threatened to kill her in front of police officers, who intervened and took him into custody. He was arrested and charged with multiple offenses. Officers said they were most surprised at what they found in his pocket, a first in their professional police careers; click here to find out what that was.","a prosecutor issued a temporary detention order after questioning the suspect on Saturday morning . the 33-year-old, who is suspected of assault, issuing illegal threats and resisting arrest, was released from police custody on Saturday afternoon, hours after the designated time of his wedding ."
"e probably didn't make $17.9 million doing it, but country crooner Chely Wright has gotten married to girlfriend Lauren Blitzer a year after coming out on the cover of People magazine. The pair wed yesterday in Connecticut, and Wright's Twitter account was abuzz with photos of the two women in their dresses and congratulations from fans. Wright has said that admitting she was gay ""didn't help my career,"" and the LA Times notes that sales of her most recent album had dropped by two-thirds over its predecessor.","NEWLINE_CHAR NEWLINE_CHAR Chely Wright is engaged to girlfriend Lauren Blitzer . NEWLINE_CHAR NEWLINE_CHAR ""I feel like I'm floating,"" Wright said . ""I feel like I'm floating,"" she said after coming out ."
"e actress who plays Miss Claudette on the Netflix series Orange Is the New Black emerged from a medically induced coma yesterday after 16 days, reports Us. Doctors put Michelle Hurst in the coma after a bad car accident, and supporters set up an online fundraising page for her medical bills, notes E! Online. Thanks to public tweets from the likes of Piper Kerman, whose memoir about prison life is the basis of the series, and actress Taylor Schilling, who plays the role of Piper in the show, the page has raised more than $14,000 toward its $20,000 goal. Hurst's condition isn't clear, but the page says she is ""responsive"" and ""progressing slowly.""","NEWLINE_CHAR NEWLINE_CHAR NEWLINE_CHAR Hurst woke up from a medically induced coma . NEWLINE_CHAR NEWLINE_CHAR Hurst's fundraising page raised $12,256 . the page asks for donations to help pay for her medical expenses and time off of work ."
" Italian WWII pilot who died battling US pilots 70 years ago has been found 13 feet underground, his remains still at the controls of a fighter plane armed with machine guns and cannons, Discovery reports. Lt. Guerrino Bortolani went down in a losing battle against Allied planes on March 11, 1944, and hit the ground so hard that he literally vanished into the countryside outside Padua in northern Italy. ""The crash site is now a cornfield,"" says a member of the wreck-hunting crew that found Bortolani. ""We were able to find the remains with the help of an elderly man, who on that day witnessed the fighter going into a nosedive and hit the ground."" Bortolani was flying the best Italian fighter plane (the Macchi C.205) in a squadron led by the renowned Italian ace Adriano Visconti. But they went up against a daunting strike by the Mediterranean Allied Strategic Air Force—which had sent 111 B-17 planes over Padua to drop more than 300 tons of bombs. Allies said the Axis defense was ""aggressive,"" but five German planes and four Italian planes went down. Bortolani was ""dutiful until the end,"" the Week notes, sitting on his closed parachute and wearing a ring given him by a fighter pilot academy. Wreck-hunters found several parts of the plane as well, including the tail wheel, control stick, and pieces of the engine. Bortolani is expected to have a proper burial once relatives are found. (Read about a German U-boat found off North Carolina.)","Starting in 1996, Alexa Internet has been donating their crawl data to the Internet Archive . Flowing in every day, these data are added to the Wayback Machine after an embargo period."
"en do you get paid six figures to write a party planning book? When you’re Pippa Middleton, of course. Her Royal Hotness has officially signed a book deal worth more than $620,000 to write the guide, which will be out by next Christmas, the Telegraph reports. She was originally rumored to be in talks for a deal worth more than twice that amount, which, of course, led to some uproar. Hilariously, the Telegraph notes that Middleton’s book will be released after the Queen’s summertime Diamond Jubilee celebration so that Pippa “is not seen to be cashing in on her royal connections.” To be fair, she does have professional party planning experience, and she regularly contributes to her parents’ online party planning newsletter. That would totally get most normal people a book deal! The guide will reportedly include recipes and stories, as well as instructions for hosting many different events.",NEWLINE_CHAR NEWLINE_CHAR Ms Middleton is keen for the book to be released next year . NEWLINE_CHAR NEWLINE_CHAR Ms Middleton is determined that she is not seen to be making money from her closeness to the royal family . she is keen for the book to be released next year but is determined that she is not seen to be making money from her closeness to the royal family .
"’s not a good week for celebrity relationships: After three years together, New York Yankee Derek Jeter and actress Minka Kelly are splitting up. “The split was amicable,” sources tell Just Jared. “But they remain friends. They still really care for each other.” Kelly’s rep confirmed the break-up to Popsugar. Guess this means all those engagement rumors weren’t true…",and Derek Jeter have split up after three years together . Minka Kelly and Derek have called it quits after three years together .
